# Satellite Name: Multiple
# Target Name: HGV_00001
# Start Time (UTCG): 21 Jul 2025 23:59:30.000
# Stop Time  (UTCG): 22 Jul 2025 00:26:16.000
# Orbit Altitude (km): 1300.000
# Inclination (deg): 60.000
# Orbit Geometry: delta
# Step Size (s): 60
# Number of Records: 1676
# ---------------------------------------------
Strand Name,Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:08:52.502584974,10.60417272152692,-33.980059637489305,5193.383445127911
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:09:52.000000000,9.235478275681915,-33.78848137074993,4900.1172225265245
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:10:52.000000000,7.816717448449092,-33.64143727587409,4603.840642973714
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:11:52.000000000,6.5509093385172,-33.29628359748667,4300.796727751084
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:12:52.000000000,5.149444804800432,-33.48508089100379,3997.8098593851787
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:13:52.000000000,3.629406706100305,-33.928545725816754,3695.9446169774683
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:14:52.000000000,2.18699776642922,-34.34762640198433,3386.6098687454732
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:15:52.000000000,0.5154371862388291,-35.52314590944949,3083.7691760688012
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:16:52.000000000,358.6252902473436,-37.09717012115567,2782.7480363940645
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:17:52.000000000,356.53742442471406,-39.293859600700166,2482.1022974821108
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:18:52.000000000,353.8282036195486,-42.7599453976722,2198.7508342180727
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:19:52.000000000,350.1792841034157,-47.42351041678047,1929.1862966192607
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:20:52.000000000,344.71187071334026,-53.96300097473308,1687.947529293256
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:21:52.000000000,334.65189419184685,-62.576136950521835,1498.6251970188039
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:22:52.000000000,311.43058163430305,-71.85293928268545,1377.3562147074667
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:23:52.000000000,260.01551194543987,-75.1337037334504,1353.483033471627
Satellite/OBS_001 to Missile/HGV_00001,22 Jul 2025 00:24:16.995417000,239.68383082011766,-72.87457253918309,1373.9104273480716
Satellite/OBS_002 to Missile/HGV_00001,21 Jul 2025 23:59:59.990510000,83.96190252698824,-35.003029258649676,2845.0482473676575
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:00:59.000000000,89.49545336431645,-36.447425407274565,2641.807426955683
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:01:59.000000000,96.40562718208967,-38.63274233564149,2472.0437074906886
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:02:59.000000000,104.81018088845933,-40.668379356434095,2343.236039925238
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:03:59.000000000,114.65558124335307,-40.6122230816032,2262.523797445973
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:04:59.000000000,125.06164571450934,-40.52139959757262,2246.002985904897
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:05:59.000000000,135.3219774620263,-40.43981308940643,2293.587207052485
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:06:59.000000000,144.8190946222138,-40.24064575633874,2396.9509397091597
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:07:59.000000000,152.72290850096815,-38.25113938099691,2541.339311606754
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:08:59.000000000,159.21528232616603,-36.698694852286565,2732.6372389236585
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:09:59.000000000,164.57548977056686,-35.9002432286643,2957.3560102531537
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:10:59.000000000,168.83801745706322,-34.97390931261261,3202.897928733269
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:11:59.000000000,172.06690262111135,-33.99677529822067,3471.3519806428812
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:12:59.000000000,174.7358650773096,-33.73721660088205,3753.1414962477506
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:13:59.000000000,176.879533343374,-33.58236835612081,4043.904166751423
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:14:59.000000000,178.47177077092076,-33.424635925531184,4347.768376998252
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:15:59.000000000,179.80770138797865,-33.732702941909864,4654.1685732951055
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:16:59.000000000,180.84946142897962,-34.032623365616054,4966.625216599191
Satellite/OBS_002 to Missile/HGV_00001,22 Jul 2025 00:17:01.340889589,180.88298864947222,-34.0437515960577,4979.036767965863
Satellite/OBS_010 to Missile/HGV_00001,21 Jul 2025 23:59:59.985403000,352.0695942511514,-32.510419998805915,4376.376081328457
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:00:59.000000000,349.8653548473778,-32.61880141092255,4230.562140938203
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:01:59.000000000,347.4817877375325,-33.11963254324211,4091.416890043953
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:02:59.000000000,344.98146745341063,-33.58820509564424,3957.682647157798
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:03:59.000000000,342.4855634586035,-33.18439685525553,3797.4312029034936
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:04:59.000000000,339.80403033003034,-33.20495122057225,3643.009863656849
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:05:59.000000000,336.90848417250413,-33.71830177133731,3500.022941389133
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:06:59.000000000,333.78638396149216,-34.60247538865621,3370.7605451426325
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:07:59.000000000,330.4314030464364,-34.60306493954394,3215.878970056724
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:08:59.000000000,326.7357495363215,-34.998452820138105,3068.329470206222
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:09:59.000000000,322.6635561207163,-35.982625099307285,2940.436802890714
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:10:59.000000000,318.13104584033476,-36.74532637258092,2814.1412418372825
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:11:59.000000000,312.96046310885447,-37.28499604966392,2681.9733649620957
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:12:59.000000000,307.1938258695769,-38.36814205128884,2577.11943450596
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:13:59.000000000,300.7312623089844,-39.28418613199127,2487.0022284450124
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:14:59.000000000,293.3468992394421,-39.835966677306246,2404.959123537839
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:15:59.000000000,285.3639057314184,-40.61326215691427,2361.2105951776107
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:16:59.000000000,276.7996628842434,-40.8114082030628,2341.498935580068
Satellite/OBS_010 to Missile/HGV_00001,22 Jul 2025 00:17:59.000000000,267.8329061354791,-40.60431923876512,2353.9082496834376
